category,Brand,title,price,original-price,id,f-Assured,Free delivery,Special Offer,Sorted by,start_url
jeans,PENTRAIN,Skinny Girls Black Jeans,210,599,JEAGAJ2AEHAHHFAY,,,,price_asc,https://www.flipkart.com/search?q=jeans&sort=price_asc
jeans,STOONY,Regular Girls Light Blue Jeans,210,599,JEAGAYE3HU6XKXSA,,,,price_asc,https://www.flipkart.com/search?q=jeans&sort=price_asc
jeans,Annu jeans,Men & Women Grey Jeans,448,"1,399",JEAGF54AHYVYHZ2Z,,,,price_asc,https://www.flipkart.com/search?q=jeans&sort=price_asc
jeans,Tejnisky,Regular Men Dark Blue Jeans,288,"1,299",JEAGCVNUCGBGPJDB,f_Assured,,,price_asc,https://www.flipkart.com/search?q=jeans&sort=price_asc
jeans,Lezendary Apparels,Regular Men Black Jeans,289,999,JEAG8TTFZWRRG9EW,,,,price_asc,https://www.flipkart.com/search?q=jeans&sort=price_asc
jeans,UNITED DENIM,Slim Men Blue Jeans,289,"1,499",JEAGD358ZTZSMUEK,f_Assured,,,price_asc,https://www.flipkart.com/search?q=jeans&sort=price_asc
jeans,UNITED DENIM,Slim Men Blue Jeans,289,"1,499",JEAGD34PFZEAH2XZ,f_Assured,,,price_asc,https://www.flipkart.com/search?q=jeans&sort=price_asc
jeans,UNITED DENIM,Slim Men Dark Blue Jeans,289,"1,499",JEAGDFHGHPCPHF5T,f_Assured,,,price_asc,https://www.flipkart.com/search?q=jeans&sort=price_asc
jeans,UNITED DENIM,Jogger Fit Men Dark Blue Jeans,289,"1,699",JEAGDGSUBPYFRMX3,f_Assured,,,price_asc,https://www.flipkart.com/search?q=jeans&sort=price_asc
jeans,Aksa Fashion,Regular Women Light Blue Jeans,156,999,JEAFUPYJNB4TNPFF,,,,price_asc,https://www.flipkart.com/search?q=jeans&sort=price_asc
jeans,CUTE STYLE CREATION,Jogger Fit Women Dark Blue Jeans,157,799,JEAGA859GGKQZEZT,,,,price_asc,https://www.flipkart.com/search?q=jeans&sort=price_asc
jeans,CUTE STYLE CREATION,Slim Women Black Jeans,157,799,JEAGA859GWYNHFKZ,,,,price_asc,https://www.flipkart.com/search?q=jeans&sort=price_asc
jeans,CUTE STYLE CREATION,Jogger Fit Women Light Blue Jeans,157,799,JEAGA859XWUVXKCY,,,,price_asc,https://www.flipkart.com/search?q=jeans&sort=price_asc
jeans,MHKL,Jogger Fit Women Blue Jeans,159,999,JEAFZCZPQNVMGCGD,,,,price_asc,https://www.flipkart.com/search?q=jeans&sort=price_asc
jeans,TEKTARWI,Jogger Fit Women Blue Jeans,159,799,JEAG3PFZ83JGB64J,,,,price_asc,https://www.flipkart.com/search?q=jeans&sort=price_asc
jeans,rrr,Regular Men & Women Light Blue Jeans,499,"2,500",JEAG9JKGRVJCZNN3,,,,price_asc,https://www.flipkart.com/search?q=jeans&sort=price_asc
jeans,Kcoy,Slim Men Dark Blue Jeans,289,799,JEAGE67XDHY2ZAHF,,,,price_asc,https://www.flipkart.com/search?q=jeans&sort=price_asc
